frame,t,dx,dy,rot_deg,scale,ntrack,framediff,sharpness,brightness,contrast
311,10.392,-6.395,1.277,-0.1582,0.9968,88,6.239,99.32,105.17,50.6
312,10.426,-6.264,0.982,-0.1694,0.9979,87,6.278,93.57,105.3,50.71
313,10.459,-5.965,1.103,-0.1462,0.9973,88,5.887,86.28,105.08,50.65
314,10.493,-6.076,1.513,-0.1626,0.9967,85,5.997,86.54,104.39,50.51
315,10.526,-6.134,1.148,-0.1627,0.9974,79,5.812,84.46,103.87,50.06
316,10.559,-6.219,1.173,-0.1651,0.9975,85,5.867,78.48,103.53,49.38
317,10.593,-6.461,1.117,-0.1779,0.9976,91,5.972,79.56,103.01,48.92
318,10.626,-6.26,1.158,-0.1574,0.9973,88,5.917,77.63,102.55,48.75
319,10.66,-6.549,0.915,-0.1689,0.998,80,5.954,73.48,102.34,48.6
320,10.693,-6.601,1.055,-0.1587,0.9976,74,6.364,71.31,102.63,48.04
321,10.726,-6.697,1.013,-0.155,0.9976,74,6.139,71.87,102.4,47.72
322,10.76,-6.837,1.226,-0.1715,0.997,84,6.346,73.07,102.01,47.52
323,10.793,-7.205,1.12,-0.1858,0.9973,84,6.584,75.25,101.7,47.4
324,10.827,-7.431,0.59,-0.1892,0.9988,72,6.835,74.67,101.49,47.31
325,10.86,-7.256,1.496,-0.1976,0.9956,76,7.028,76.85,101.38,47.29
326,10.894,-7.739,1.585,-0.214,0.9966,74,7.423,77.77,101.32,47.35
327,10.927,-8.498,0.577,-0.2609,0.9997,66,7.794,79.02,101.43,47.48
328,10.96,-8.445,1.196,-0.2366,0.9977,88,8.159,80.53,102.12,47.85
329,10.994,-9.039,1.47,-0.2591,0.9976,88,8.745,82.24,102.85,48.35
330,11.027,-9.232,1.378,-0.2397,0.9974,90,9.47,92.49,104.16,49.28
331,11.061,-9.686,1.673,-0.2816,0.9974,72,9.949,95.75,105.69,50.76
332,11.094,-9.477,1.623,-0.2511,0.996,68,10.737,89.24,107.84,52.58
333,11.127,-10.145,2.068,-0.288,0.9956,70,11.15,84.55,110.1,54.25
334,11.161,-10.14,4.006,-0.3392,0.9938,81,11.246,81.08,112.09,55.47
335,11.194,-9.828,4.142,-0.3206,0.9934,72,11.156,75.64,113.23,56.15
336,11.228,-11.426,4.454,-0.4332,0.9947,70,11.441,74.67,114.02,56.42
337,11.261,-11.003,2.041,-0.3199,0.9967,85,11.657,71.64,114.17,55.97
338,11.295,-11.429,1.861,-0.3429,0.9972,85,11.848,73.86,113.98,55.16
339,11.328,-10.484,4.344,-0.3772,0.9936,102,11.826,76.62,113.69,54.34
340,11.361,-10.554,4.422,-0.3891,0.9937,103,11.801,77.91,113.3,53.45
341,11.395,-11.227,3.84,-0.4223,0.9949,102,11.593,73.08,112.88,53.04
342,11.428,-10.398,3.893,-0.3687,0.9943,121,11.242,65.5,113.07,52.63
343,11.462,-9.851,4.668,-0.3833,0.993,114,10.842,62.04,113.49,52.42
344,11.495,-12.089,2.25,-0.4297,0.998,99,10.465,56.79,113.91,52.42
345,11.528,-11.332,1.753,-0.3793,0.9977,98,9.993,53.8,114.63,52.48
346,11.562,-12.023,2.096,-0.4546,0.998,95,9.523,50.34,115.14,52.44
347,11.595,-9.332,3.939,-0.3646,0.9943,95,9.144,49.31,115.83,52.67
348,11.629,-9.445,3.4,-0.3492,0.9953,100,8.783,47.04,116.6,52.89
349,11.662,-9.029,3.801,-0.3412,0.9941,88,8.366,43.46,117.19,52.99
350,11.695,-9.032,3.277,-0.3241,0.9947,99,8.263,45.57,118.16,53.27
351,11.729,-8.959,3.675,-0.3366,0.9943,89,8.231,53.48,118.76,53.84
352,11.762,-9.162,2.621,-0.3137,0.996,93,7.77,52.89,119.93,54.08
353,11.796,-9.387,2.189,-0.306,0.9969,98,7.761,51.13,120.95,54.37
354,11.829,-9.554,3.507,-0.3627,0.9953,79,7.816,52.82,121.73,54.75
355,11.863,-9.211,2.613,-0.3004,0.9964,85,7.763,53.71,122.54,54.89
356,11.896,-9.34,2.625,-0.2986,0.9964,92,8.013,52.21,123.29,55.32
357,11.929,-9.45,2.336,-0.29,0.9971,85,7.833,48.51,124.01,55.47
358,11.963,-9.613,1.922,-0.273,0.9979,85,7.693,49.99,124.96,55.34
359,11.996,-9.335,2.227,-0.2738,0.9974,82,8.379,53.56,125.63,55.57
360,12.03,-9.265,1.902,-0.2449,0.9979,87,7.539,57.81,126.72,55.48
361,12.063,-9.228,1.942,-0.252,0.998,84,7.524,52.51,128.0,55.27
362,12.096,-9.225,1.826,-0.2354,0.9982,85,7.68,50.8,129.32,55.08
363,12.13,-9.285,1.646,-0.2442,0.9987,85,7.647,49.58,130.15,55.01
364,12.163,-9.228,1.357,-0.232,0.9992,85,7.761,49.84,131.67,54.85
365,12.197,-9.09,1.364,-0.2353,0.9993,89,7.529,48.24,132.45,54.41
366,12.23,-8.889,1.072,-0.2199,0.9998,90,7.213,46.47,133.53,53.86
367,12.264,-8.582,1.226,-0.2122,0.9995,87,7.162,44.98,134.59,53.3
368,12.297,-8.128,1.065,-0.1925,0.9997,90,7.092,44.27,135.13,52.77
369,12.33,-8.119,0.853,-0.2112,1.0002,89,6.777,43.63,135.75,52.18
370,12.364,-7.44,1.098,-0.1763,0.9997,92,6.518,41.77,136.33,51.57
371,12.397,-7.024,0.564,-0.1642,1.0003,98,6.104,41.21,137.08,51.05
372,12.431,-6.295,0.717,-0.1491,1.0002,97,6.197,41.09,136.83,50.48
373,12.464,-5.708,0.68,-0.1365,1.0001,98,5.25,40.96,137.16,50.01
374,12.497,-5.013,0.527,-0.1233,1.0003,102,4.744,40.91,137.21,49.64
375,12.531,-4.267,0.376,-0.1032,1.0006,96,4.006,43.13,137.37,49.3
376,12.564,-2.843,0.573,-0.061,0.9999,96,3.128,45.02,137.51,49.07
377,12.598,-1.845,0.621,-0.0429,0.9996,96,2.828,49.86,136.78,48.86
378,12.631,-1.027,0.437,-0.0398,0.9997,94,1.237,56.09,136.6,48.84
379,12.665,-0.022,0.397,-0.0134,0.9997,100,0.307,59.53,136.47,48.86
380,12.698,0.974,0.62,0.0136,0.9992,91,1.458,67.39,135.88,48.91
381,12.731,1.718,0.471,0.0361,0.9991,100,1.764,68.47,135.55,49.07
382,12.765,2.24,0.742,0.0419,0.9988,103,2.449,68.78,135.15,49.26
383,12.798,2.58,0.537,0.0412,0.999,98,3.07,67.03,134.53,49.43
384,12.832,3.03,0.436,0.0507,0.9991,99,3.626,61.24,133.68,49.77
385,12.865,4.056,0.571,0.0827,0.9987,97,5.291,58.2,131.38,50.09
386,12.898,4.505,0.644,0.0828,0.9987,102,4.58,54.7,130.37,50.53
387,12.932,5.14,0.509,0.1046,0.9988,105,5.566,54.01,128.53,51.04
388,12.965,5.427,0.546,0.0906,0.9987,105,6.28,53.84,126.84,51.44
389,12.999,5.718,0.669,0.102,0.9988,104,5.885,52.87,125.18,51.73
390,13.032,6.052,0.55,0.1081,0.9988,96,6.099,50.25,123.43,52.1
391,13.066,6.424,0.585,0.1167,0.999,101,6.78,50.21,121.97,52.57
392,13.099,6.684,0.687,0.1121,0.999,99,6.438,50.44,120.72,52.93
393,13.132,7.032,0.333,0.1241,0.9995,94,6.487,49.46,119.65,53.44
394,13.166,7.382,0.574,0.1236,0.9992,96,6.986,50.08,118.71,53.96
395,13.199,7.784,0.726,0.1427,0.9989,95,6.898,50.01,117.52,54.33
396,13.233,8.147,0.807,0.1464,0.9987,97,6.939,49.71,116.31,54.71
397,13.266,8.401,0.677,0.1476,0.999,96,7.317,50.86,115.48,55.25
398,13.299,8.251,-0.046,0.1408,1.0002,101,7.543,51.14,114.09,55.49
399,13.333,9.173,0.285,0.1821,0.9993,96,7.633,51.6,112.35,55.67
400,13.366,9.23,0.127,0.174,0.9998,94,7.616,55.5,110.68,55.97
401,13.4,9.255,0.343,0.1705,0.9998,102,7.814,54.29,109.52,56.16
402,13.433,9.524,0.29,0.1793,0.9997,97,7.891,50.48,108.01,56.22
403,13.467,9.912,0.254,0.1982,0.9996,91,7.792,49.75,106.98,56.29
404,13.5,9.898,0.182,0.1891,1.0001,95,8.143,51.53,105.9,56.24
405,13.533,10.089,-0.129,0.2085,1.0003,98,8.124,52.4,104.49,56.05
406,13.567,10.297,-0.025,0.2053,0.9999,94,8.021,51.72,103.46,55.93
407,13.6,10.418,-0.348,0.2242,1.0006,94,8.351,53.77,102.82,55.82
408,13.634,10.342,-0.838,0.2206,1.0014,90,8.739,48.07,102.25,55.39
409,13.667,11.024,-0.798,0.2457,1.001,92,8.586,46.8,101.17,55.3
410,13.7,11.199,-1.283,0.2551,1.0016,90,8.916,46.82,100.24,54.66
411,13.734,11.338,-1.466,0.2632,1.0018,91,9.646,46.48,99.82,54.14
412,13.767,11.129,-1.999,0.2572,1.003,100,10.007,48.89,99.42,53.76
413,13.801,13.986,-0.446,0.36,0.9989,100,10.476,51.62,99.25,53.24
414,13.834,14.821,-1.501,0.4361,1.0,117,11.332,53.84,99.74,53.28
415,13.868,14.742,-2.806,0.4602,1.0019,112,12.022,58.34,100.74,53.27
416,13.901,13.596,-2.654,0.3658,1.0025,107,12.639,62.16,101.78,54.36
417,13.934,16.199,-1.054,0.4608,0.9987,98,13.325,59.78,102.43,55.56
418,13.968,13.476,-3.776,0.3735,1.0044,94,14.027,57.38,102.65,56.41
419,14.001,14.475,-3.81,0.4155,1.004,83,15.831,59.22,103.82,57.58
420,14.035,15.694,-3.648,0.4636,1.0028,83,15.647,60.25,104.27,57.62
421,14.068,15.384,-2.63,0.3947,1.0025,73,16.246,57.91,104.66,57.67
422,14.101,16.414,-4.209,0.5233,1.0034,51,16.084,56.65,105.25,57.86
423,14.135,16.493,-1.634,0.4167,1.0007,53,15.573,54.89,105.53,57.3
424,14.168,17.731,-0.284,0.4755,0.9969,51,14.997,52.35,105.75,56.16
425,14.202,17.404,-0.59,0.3944,0.996,54,14.624,52.31,106.25,54.49
426,14.235,17.664,-0.878,0.432,0.9965,53,13.554,51.24,105.49,52.89
427,14.269,17.841,-0.79,0.4293,0.9965,59,12.703,51.97,105.66,52.02
428,14.302,18.277,-0.943,0.4514,0.9963,56,12.036,49.44,106.28,51.45
429,14.335,18.545,-0.617,0.4729,0.9957,62,11.435,45.15,107.53,50.98
430,14.369,18.296,-1.38,0.4487,0.9974,59,11.314,46.25,108.91,49.82
431,14.402,18.708,-1.313,0.4689,0.9972,59,10.777,57.8,110.77,49.4
432,14.436,18.601,-1.715,0.4632,0.998,72,10.934,53.09,113.22,48.49
433,14.469,18.609,-1.508,0.4419,0.998,74,10.746,48.42,115.23,48.15
434,14.502,18.395,-2.861,0.4935,1.0,68,10.651,47.47,117.65,47.55
435,14.536,18.491,-1.898,0.4512,0.9987,72,10.608,46.19,119.69,47.2
436,14.569,18.682,-1.845,0.4689,0.9985,80,10.766,43.96,121.66,46.7
437,14.603,17.79,-3.127,0.4434,1.0017,80,10.889,43.51,124.06,46.44
438,14.636,18.243,-2.969,0.4571,1.0012,86,11.101,41.52,126.03,45.79
439,14.669,18.085,-3.51,0.446,1.0025,92,11.05,39.87,127.85,45.35
440,14.703,17.277,-3.377,0.345,1.0028,87,11.45,38.98,129.72,44.52
441,14.736,17.761,-2.724,0.3026,1.0014,80,11.898,39.28,131.08,43.76
442,14.77,18.882,-3.835,0.5115,1.0024,93,12.201,40.46,132.65,42.95
443,14.803,17.625,-4.9,0.4548,1.0056,98,12.435,40.28,134.72,41.74
444,14.837,17.261,-4.577,0.4108,1.0055,85,12.964,43.68,136.31,40.4
445,14.87,16.955,-5.779,0.4575,1.0073,79,12.43,40.15,137.47,39.3
446,14.903,17.092,-5.431,0.4651,1.007,91,11.536,34.26,137.82,37.51
447,14.937,17.779,-4.946,0.522,1.0053,94,10.784,30.0,137.58,35.71
448,14.97,16.645,-5.248,0.4453,1.0075,95,10.926,28.18,135.69,33.43
449,15.004,17.632,-5.108,0.5105,1.0063,74,9.413,23.11,134.56,31.62
450,15.037,16.774,-6.03,0.499,1.0085,99,8.193,21.5,134.31,29.84
451,15.07,16.314,-5.746,0.4641,1.0085,78,5.957,18.07,135.5,28.43
452,15.104,14.888,-6.307,0.3849,1.0115,81,4.765,15.4,135.6,26.88
453,15.137,16.418,-6.278,0.4906,1.0092,96,3.431,14.32,135.85,25.72
454,15.171,16.365,-6.285,0.5142,1.009,91,2.943,15.64,136.07,25.23
455,15.204,16.603,-5.977,0.5282,1.0086,80,2.91,18.38,135.2,24.91
456,15.238,17.157,-5.006,0.5035,1.0071,75,2.337,17.05,135.21,24.87
457,15.271,17.608,-4.733,0.4714,1.0064,94,2.296,16.44,135.52,24.93
458,15.304,17.386,-5.145,0.5292,1.0073,81,2.501,12.86,135.32,25.28
459,15.338,17.594,-4.544,0.4699,1.0062,78,2.913,9.96,135.28,25.81
460,15.371,19.384,1.64,0.5546,0.9965,71,3.304,8.64,135.0,26.12
461,15.405,17.753,-4.812,0.4707,1.006,77,4.474,8.98,136.23,26.99
462,15.438,16.947,-0.231,0.4093,1.0001,61,5.0,10.86,137.65,27.7
463,15.471,18.589,-3.431,0.6211,1.0042,81,5.339,13.11,138.83,28.68
464,15.505,16.37,0.659,0.4616,0.9995,76,5.883,18.07,139.89,30.04
465,15.538,15.376,0.705,0.4096,0.9993,85,6.571,19.53,141.34,31.92
466,15.572,15.138,-1.968,0.4879,1.0025,100,6.092,24.09,141.88,33.29
467,15.605,14.155,-0.052,0.3998,0.9989,69,6.602,28.02,142.37,34.69
468,15.639,14.108,-1.91,0.4441,1.002,92,6.838,27.16,142.51,36.15
469,15.672,13.464,-1.042,0.3957,1.0005,58,7.466,26.03,141.93,37.87
470,15.705,13.51,-2.353,0.4122,1.0046,52,7.07,30.86,142.43,39.1
471,15.739,13.003,-1.114,0.3936,1.0,78,6.625,32.34,143.5,40.37
472,15.772,12.527,-1.209,0.3884,1.0005,88,6.952,40.79,143.91,41.4
473,15.806,12.177,-1.218,0.3735,1.0002,86,7.472,46.83,144.47,41.99
474,15.839,11.427,-1.696,0.3327,1.0017,99,7.664,51.6,144.69,42.4
475,15.872,11.204,-1.236,0.3542,1.0009,125,7.787,61.0,144.92,42.81
476,15.906,10.629,-0.437,0.3037,0.9993,115,8.0,70.56,145.01,43.15
477,15.939,9.951,-0.383,0.2727,0.9995,125,8.071,75.82,145.07,43.54
478,15.973,9.54,-0.254,0.2861,0.9988,121,8.421,80.92,144.87,43.76
479,16.006,8.615,-0.831,0.2345,1.0007,160,7.415,84.22,145.14,44.04
480,16.04,7.95,-0.755,0.204,1.0004,137,7.551,91.04,145.17,44.12
481,16.073,7.579,-0.11,0.1904,0.9985,126,7.696,93.41,144.72,44.47
482,16.106,6.878,-0.886,0.1585,1.0008,135,8.348,106.77,143.48,44.9
483,16.14,6.61,-1.083,0.1595,1.0012,140,7.901,111.27,142.86,44.92
484,16.173,5.92,-1.651,0.1197,1.0023,143,7.442,118.08,142.89,45.18
485,16.207,5.647,-1.495,0.1051,1.0019,133,8.379,145.49,141.77,45.57
486,16.24,5.421,-1.579,0.0949,1.0023,125,8.205,165.12,140.99,45.76
487,16.273,5.204,-1.797,0.0554,1.003,126,10.501,177.01,139.25,46.82
488,16.307,4.772,-1.633,0.054,1.0029,155,8.15,192.9,139.55,47.26
489,16.34,4.569,-1.955,0.0461,1.0033,162,8.694,209.86,139.03,47.73
490,16.374,4.457,-2.008,0.0472,1.0037,144,9.452,210.47,137.93,47.94
491,16.407,4.105,-2.055,0.0065,1.004,169,9.606,212.02,137.72,48.33
492,16.441,4.006,-2.317,0.0214,1.005,153,9.78,212.87,137.32,48.67
493,16.474,3.885,-2.246,0.0146,1.0043,162,10.009,221.15,136.37,48.85
494,16.507,4.194,-1.918,0.0414,1.0036,160,11.112,239.15,134.92,49.44
495,16.541,4.029,-2.016,0.0446,1.0038,171,11.434,233.04,135.78,49.77
496,16.574,4.168,-1.788,0.0583,1.0026,165,11.716,226.45,135.41,50.01
497,16.608,3.984,-2.217,0.0283,1.0043,204,11.705,234.26,134.82,50.38
498,16.641,4.203,-1.892,0.0637,1.003,206,11.98,225.95,134.55,50.86
499,16.674,3.982,-1.685,0.053,1.0029,201,12.008,222.98,134.69,51.17
500,16.708,3.337,-2.022,-0.0012,1.0048,211,12.715,215.71,132.22,51.89
501,16.741,3.413,-1.448,0.0028,1.0037,230,11.329,206.01,131.97,52.29
502,16.775,3.296,-1.769,0.0226,1.0046,253,11.247,199.58,132.84,52.35
503,16.808,3.374,-1.773,0.0251,1.0044,274,11.082,194.47,132.11,53.05
504,16.842,3.379,-1.262,0.0039,1.0029,255,10.78,184.4,131.96,53.59
505,16.875,3.497,-1.458,0.0286,1.0034,252,11.224,180.63,131.46,53.82
506,16.908,3.394,-1.564,0.0534,1.0034,258,11.449,189.08,129.27,54.92
507,16.942,3.29,-1.304,0.0197,1.0025,256,10.476,190.85,129.01,55.04
508,16.975,2.96,-1.745,0.0334,1.0037,285,10.206,183.22,129.58,55.08
509,17.009,3.003,-1.53,0.0269,1.003,291,10.415,176.94,128.55,55.89
510,17.042,3.103,-1.406,0.0457,1.003,296,9.667,178.65,128.52,56.17
511,17.075,3.066,-1.499,0.0423,1.0031,317,9.735,178.57,128.64,56.33
512,17.109,3.266,-1.258,0.0543,1.0027,304,10.196,182.52,127.54,57.09
513,17.142,3.552,-1.258,0.1168,1.0022,306,9.559,181.6,126.98,57.29
514,17.176,3.378,-1.424,0.1036,1.0028,331,9.373,184.72,127.14,57.21
515,17.209,3.115,-2.358,0.1161,1.005,306,9.546,190.35,126.82,57.49
516,17.242,3.398,-1.351,0.092,1.0027,333,9.32,190.91,127.08,57.46
517,17.276,3.091,-1.713,0.0825,1.0036,325,9.167,189.81,127.58,57.23
518,17.309,3.448,-1.336,0.1329,1.0024,326,9.22,190.31,127.37,57.31
519,17.343,3.204,-1.381,0.1036,1.0027,328,9.022,202.35,127.48,57.18
520,17.376,3.451,-1.437,0.145,1.0026,338,8.986,204.55,127.74,56.96
521,17.41,3.127,-1.463,0.1543,1.0034,329,8.608,198.12,128.28,56.86
522,17.443,2.769,-0.978,0.0734,1.0025,300,7.784,195.4,128.76,56.73
523,17.476,2.431,-1.537,0.1276,1.0035,336,7.46,186.83,129.28,56.53
524,17.51,2.284,-1.756,0.1422,1.0043,347,7.351,200.28,129.47,56.38
525,17.543,2.074,-1.407,0.0783,1.0036,337,7.2,193.18,130.02,56.25
526,17.577,1.838,-1.154,0.0474,1.0033,329,7.029,189.17,130.51,56.04
527,17.61,1.538,-1.589,0.0511,1.0046,326,7.067,184.82,130.63,55.96
528,17.643,1.662,-0.822,0.0191,1.0029,324,6.978,186.53,130.81,55.9
529,17.677,1.518,-0.898,-0.0009,1.0031,333,6.84,190.18,131.14,55.7
530,17.71,1.687,-0.726,0.0368,1.0026,328,6.693,186.02,131.62,55.42
531,17.744,1.735,-1.002,0.083,1.0033,350,6.575,188.08,131.74,55.16
532,17.777,1.444,-1.106,0.0792,1.0035,338,6.417,215.55,131.47,55.03
533,17.811,1.307,-0.752,0.0334,1.0028,347,5.97,208.05,131.85,54.73
534,17.844,1.253,-0.709,0.039,1.0027,346,5.738,190.06,132.24,54.45
535,17.877,1.226,-0.796,0.0534,1.0029,354,5.37,182.82,132.56,54.18
536,17.911,1.397,-0.661,0.0472,1.0021,342,5.381,197.94,132.46,54.08
537,17.944,1.275,-0.672,0.0481,1.0024,354,5.441,224.78,132.22,53.99
538,17.978,1.326,-0.799,0.0708,1.0029,322,6.937,274.02,130.41,53.94
539,18.011,1.174,-1.42,0.1256,1.0039,380,4.514,236.18,130.47,53.81
540,18.044,1.147,-0.895,0.0629,1.0024,353,4.873,224.17,129.98,53.88
541,18.078,1.217,-0.729,0.0606,1.0022,354,5.025,217.14,129.25,54.04
542,18.111,0.941,-0.905,0.0401,1.003,364,4.951,230.95,128.57,54.17
543,18.145,1.087,-0.631,0.0364,1.0019,362,4.6,216.16,128.23,54.11
544,18.178,1.115,-0.548,0.0516,1.0018,368,4.825,205.1,127.33,54.28
545,18.212,1.152,-0.59,0.0801,1.0017,377,4.192,205.25,126.92,54.24
546,18.245,0.969,-0.707,0.0644,1.0023,351,3.779,187.68,127.22,54.07
547,18.278,0.681,-0.572,0.0146,1.0022,365,3.61,173.04,127.67,53.84
548,18.312,0.536,-0.579,0.0078,1.0023,369,3.56,168.85,127.64,53.77
549,18.345,0.44,-0.656,0.0179,1.0027,376,3.483,177.99,127.5,53.7
550,18.379,0.373,-0.536,-0.0058,1.0025,386,3.804,197.92,126.8,53.7
551,18.412,0.343,-0.59,-0.0094,1.0024,386,3.483,182.64,126.53,53.66
552,18.445,0.37,-0.926,0.037,1.0032,381,3.285,179.2,126.45,53.63
553,18.479,0.599,-0.799,0.065,1.0022,369,3.34,197.09,126.04,53.62
554,18.512,0.486,-0.697,0.0343,1.0024,382,3.192,219.61,125.9,53.54
555,18.546,0.335,-0.857,0.0258,1.0027,387,3.138,216.08,125.82,53.49
556,18.579,0.36,-0.821,0.0273,1.003,387,3.161,199.81,126.08,53.37
557,18.613,0.216,-0.737,0.0007,1.0031,381,3.363,185.22,126.2,53.32
558,18.646,0.312,-0.651,0.0142,1.0028,368,3.711,201.12,126.0,53.42
559,18.679,0.109,-0.842,0.0008,1.0037,383,3.714,203.15,125.7,53.49
560,18.713,0.222,-0.636,0.0054,1.003,368,3.719,201.82,125.8,53.49
561,18.746,0.11,-0.703,0.0041,1.0034,372,4.064,200.56,125.4,53.54
562,18.78,-0.069,-0.797,0.0028,1.004,369,3.972,209.33,125.32,53.6
563,18.813,0.167,-0.509,0.0073,1.0032,357,4.376,219.44,125.39,53.7
564,18.846,-0.02,-0.62,-0.0041,1.0039,370,4.383,221.86,125.94,53.67
565,18.88,-0.026,-0.564,-0.0116,1.0037,365,4.367,218.54,126.49,53.67
566,18.913,-0.083,-0.612,0.0038,1.0038,367,4.387,213.46,127.1,53.63
567,18.947,-0.003,-0.576,0.0021,1.0037,367,4.451,228.22,127.56,53.71
568,18.98,0.083,-0.499,-0.0021,1.0033,368,4.439,226.43,127.93,53.74
569,19.014,-0.003,-0.63,-0.0056,1.0036,372,4.207,217.5,128.41,53.73
570,19.047,0.044,-0.673,0.0021,1.0037,376,4.339,215.54,128.63,53.77
571,19.08,0.024,-0.66,-0.0051,1.0035,371,4.243,223.75,128.8,53.79
572,19.114,0.215,-0.673,0.0173,1.0031,367,3.969,226.83,128.95,53.82
573,19.147,0.248,-0.642,0.0207,1.0029,374,3.757,208.21,129.3,53.79
574,19.181,0.335,-0.538,0.0122,1.0025,380,3.665,209.92,129.49,53.78
575,19.214,0.015,-0.623,-0.0117,1.0028,382,3.416,211.42,129.63,53.8
576,19.247,0.038,-0.742,0.0016,1.0031,374,3.533,215.81,129.55,53.84
577,19.281,-0.029,-0.689,-0.0097,1.0027,379,3.174,212.11,129.58,53.85
578,19.314,0.14,-0.578,-0.0001,1.0026,376,3.245,201.18,129.65,53.83
579,19.348,0.192,-0.658,0.0157,1.0031,381,3.449,205.24,129.69,53.81
580,19.381,0.433,-0.319,0.0105,1.0018,347,3.673,215.64,129.42,53.83
581,19.415,0.392,-0.478,0.0125,1.0021,355,3.546,229.28,129.13,53.78
582,19.448,0.428,-0.477,0.0018,1.0024,395,3.489,215.41,129.24,53.72
583,19.481,0.571,-0.327,0.0009,1.0017,385,4.158,209.79,128.42,53.87
584,19.515,0.673,-0.625,0.0145,1.0024,395,4.153,223.54,127.82,53.98
585,19.548,0.866,-0.646,0.0211,1.0022,383,4.421,232.79,127.46,54.04
586,19.582,1.043,-0.689,0.0297,1.0021,388,4.643,224.17,127.25,54.05
587,19.615,1.222,-0.739,0.029,1.0022,391,5.449,225.93,126.35,54.26
588,19.648,1.287,-0.764,0.0302,1.0024,390,5.342,236.45,125.48,54.35
589,19.682,1.349,-0.91,0.0352,1.0028,389,5.443,235.86,125.09,54.38
590,19.715,1.469,-0.897,0.0405,1.0026,387,5.535,229.59,124.81,54.28
591,19.749,1.508,-0.922,0.0374,1.0028,390,5.624,222.7,124.66,54.2
592,19.782,1.678,-0.899,0.0455,1.0026,393,5.79,222.73,124.39,54.17
593,19.816,1.858,-0.919,0.0518,1.0025,386,6.119,235.0,123.93,54.26
594,19.849,1.766,-1.079,0.0435,1.003,385,6.194,242.09,123.72,54.34
595,19.882,1.714,-1.342,0.0591,1.0039,384,6.418,231.07,123.76,54.34
596,19.916,1.922,-1.28,0.0613,1.0036,386,6.58,214.76,123.88,54.28
597,19.949,2.324,-0.953,0.074,1.0028,378,7.192,228.14,122.99,54.42
598,19.983,2.176,-1.107,0.062,1.0036,349,8.166,263.93,121.56,54.48
599,20.016,2.412,-1.053,0.0728,1.0032,381,6.83,243.09,121.41,54.53
600,20.049,2.428,-1.087,0.0738,1.0034,384,7.23,248.81,120.82,54.59
601,20.083,2.408,-1.064,0.0463,1.0036,384,7.362,249.57,120.46,54.73
602,20.116,2.32,-0.955,0.0446,1.0037,392,7.573,245.91,120.16,54.84
603,20.15,2.483,-0.917,0.0569,1.0033,383,7.328,232.87,119.97,54.94
604,20.183,2.51,-1.115,0.0766,1.0035,385,7.483,217.23,119.47,55.04
605,20.216,2.511,-1.164,0.0839,1.0037,379,7.825,233.93,118.28,55.13
606,20.25,2.492,-1.035,0.0713,1.0034,388,7.619,249.95,117.39,55.27
607,20.283,2.328,-1.078,0.0778,1.0035,376,7.235,252.66,117.08,55.27
608,20.317,2.185,-1.275,0.0862,1.0035,368,6.868,240.9,116.59,55.29
609,20.35,1.92,-1.333,0.0903,1.0037,385,6.717,243.47,115.81,55.33
610,20.384,1.721,-1.146,0.0777,1.0031,363,6.288,265.59,114.85,55.43
611,20.417,1.529,-1.12,0.08,1.003,371,5.734,260.67,114.17,55.47
612,20.45,1.237,-0.977,0.0577,1.0027,382,5.171,252.11,113.64,55.44
613,20.484,1.059,-1.005,0.0492,1.0027,385,4.88,252.6,113.16,55.44
614,20.517,1.035,-0.886,0.044,1.0025,385,4.628,251.08,112.82,55.41
615,20.551,1.031,-0.957,0.0618,1.0027,393,4.599,252.33,112.62,55.43
616,20.584,1.091,-0.721,0.044,1.0023,376,4.634,239.58,112.6,55.38
617,20.617,1.091,-0.72,0.0416,1.0025,388,4.743,230.9,112.59,55.32
618,20.651,1.127,-0.658,0.0393,1.0024,369,5.031,247.83,112.42,55.31
619,20.684,1.097,-0.728,0.0515,1.0026,379,4.978,261.9,112.15,55.3
620,20.718,1.139,-0.649,0.0327,1.0024,370,5.093,253.12,112.03,55.29
621,20.751,1.119,-0.669,0.0322,1.0026,392,5.177,233.57,112.08,55.23
622,20.785,1.215,-0.806,0.0561,1.0028,385,5.255,237.96,112.05,55.19
623,20.818,1.304,-0.752,0.0481,1.0028,382,5.579,247.37,111.87,55.16
624,20.851,1.467,-0.76,0.0534,1.0028,368,5.759,246.69,111.75,55.11
625,20.885,1.587,-0.736,0.0521,1.0026,365,5.873,235.85,111.51,55.04
626,20.918,1.442,-0.94,0.0467,1.0032,373,5.92,230.41,111.4,55.01
627,20.952,1.592,-0.959,0.0511,1.0032,390,6.177,249.9,111.17,55.01
628,20.985,1.666,-1.209,0.0677,1.0036,371,6.348,244.54,110.99,54.92
629,21.018,1.571,-1.219,0.0473,1.0039,376,6.516,230.26,110.75,54.82
630,21.052,1.658,-1.432,0.0637,1.0043,367,7.028,237.92,110.05,54.76
631,21.085,1.883,-1.358,0.0665,1.0042,369,7.12,256.89,109.63,54.73
632,21.119,1.882,-1.499,0.0658,1.0048,381,7.508,264.3,109.35,54.66
633,21.152,1.944,-1.721,0.075,1.0052,346,7.874,256.47,108.81,54.51
634,21.186,2.212,-1.652,0.0694,1.0054,357,8.479,239.82,108.3,54.3
